views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
4069,0,2166,10/27/2012,10/2/2018,1260,0,EN,1
36712,1,1081,10/27/2015,10/12/2018,1261,0,ES,1
6712,0,2320,6/5/2012,10/12/2018,1262,0,EN,1
1662,0,216,1/27/2018,8/31/2018,1263,0,EN,1
356144,0,2081,1/30/2013,10/12/2018,1264,0,FR,0
1957,1,1467,10/6/2014,10/12/2018,1265,0,IT,0
2853,0,1628,4/27/2014,10/11/2018,1266,0,EN,0
1975,1,310,11/28/2017,10/4/2018,1267,0,EN,1
1800,0,649,12/27/2016,10/7/2018,1268,0,EN,1
1372,0,2085,1/13/2013,9/29/2018,1269,0,EN,1
199,0,2213,9/5/2012,9/27/2018,1270,0,EN,0
3842,1,461,7/8/2017,10/12/2018,1271,0,EN,1
567,1,706,11/2/2016,10/9/2018,1272,0,DE,0
389,0,1526,8/2/2014,10/6/2018,1273,0,EN,0
2126,1,451,7/18/2017,10/12/2018,1274,0,EN,1
51993,0,1903,7/27/2013,10/12/2018,1275,0,EN,1
7650,1,2202,10/1/2012,10/12/2018,1276,0,EN,1
341,0,1672,3/5/2014,10/2/2018,1277,0,EN,0
113,1,1368,1/1/2015,9/30/2018,1278,0,EN,0
26661,1,1359,1/22/2015,10/12/2018,1279,0,DE,1
5514,0,547,4/8/2017,10/7/2018,1280,0,FR,0
1214,1,1136,8/5/2015,9/14/2018,1281,0,EN,0
6442,1,1168,8/1/2015,10/12/2018,1282,0,EN,1
2832,1,968,1/2/2016,8/27/2018,1283,0,EN,1
869,0,2462,12/14/2011,9/10/2018,1284,0,EN,0
1225,1,542,4/12/2017,10/6/2018,1285,0,EN,1
6541,1,761,9/11/2016,10/12/2018,1286,0,EN,1
1041,1,2231,8/26/2012,10/5/2018,1287,0,EN,0
3503,0,2094,1/8/2013,10/3/2018,1288,0,EN,0
3354,1,1041,12/4/2015,10/10/2018,1289,0,EN,1
19137,0,884,5/11/2016,10/12/2018,1290,0,EN,1
1215488,1,855,6/9/2016,10/12/2018,1291,0,FR,0
451157,0,1535,7/30/2014,10/12/2018,1292,0,EN,0
463,1,1787,11/16/2013,10/8/2018,1293,0,EN,0
977,0,525,5/5/2017,10/12/2018,1294,0,EN,0
16251841,0,2995,7/31/2010,10/12/2018,1295,0,EN,0
6599,0,2406,2/15/2012,9/17/2018,1296,0,EN,0
15635,0,2017,4/4/2013,10/12/2018,1297,0,ES,1
2821,0,2126,12/16/2012,10/12/2018,1298,0,EN,0
3558,1,2246,8/4/2012,9/28/2018,1299,0,EN,1
11113,0,978,2/1/2016,10/6/2018,1300,0,RU,0
1272,1,1965,5/22/2013,10/8/2018,1301,0,EN,0
527,0,1878,8/21/2013,10/12/2018,1302,0,EN,0
8265,1,2010,4/11/2013,10/12/2018,1303,0,EN,1
4607,1,3501,3/12/2009,10/12/2018,1304,0,EN,1
928,1,1542,7/23/2014,10/12/2018,1305,0,EN,0
12503,0,2213,9/20/2012,10/12/2018,1306,0,FR,0
5683,0,1665,3/2/2014,9/22/2018,1307,0,EN,1
529663,1,1840,9/28/2013,10/12/2018,1308,0,EN,0
15011,1,2352,5/4/2012,10/12/2018,1309,0,FR,1
27673,1,2522,11/5/2011,10/1/2018,1310,0,EN,0
16986,0,1549,7/15/2014,10/11/2018,1311,0,EN,1
2683,1,1638,4/17/2014,10/11/2018,1312,0,EN,1
30676,1,1326,2/24/2015,10/12/2018,1313,0,ES,1
1155,1,1235,5/23/2015,10/9/2018,1314,0,EN,0
7780,1,1279,4/10/2015,10/10/2018,1315,0,EN,1
4984,0,982,2/3/2016,10/12/2018,1316,0,DA,1
15022,1,1040,12/7/2015,10/12/2018,1317,0,EN,1
3921,0,1614,5/2/2014,10/2/2018,1318,0,EN,1
9213,1,978,2/1/2016,10/6/2018,1319,0,EN,1
9063,1,489,6/10/2017,10/12/2018,1320,0,EN,1
1181,0,1254,3/28/2015,9/2/2018,1321,0,EN,0
5950,1,1622,5/4/2014,10/12/2018,1322,0,PT,1
3933,0,1093,9/24/2015,9/21/2018,1323,0,EN,1
160,0,1267,3/28/2015,9/15/2018,1324,0,EN,0
1642,0,307,12/8/2017,10/11/2018,1325,0,TH,0
987,1,312,11/30/2017,10/8/2018,1326,0,EN,1
9,0,2465,1/2/2012,10/2/2018,1327,0,EN,0
8433,1,1362,1/4/2015,9/27/2018,1328,0,EN,1
273534,1,867,5/28/2016,10/12/2018,1329,0,EN,0
2874,0,1359,1/22/2015,10/12/2018,1330,0,EN,0
1815,0,1602,5/22/2014,10/10/2018,1331,0,EN,1
4868,0,1564,7/1/2014,10/12/2018,1332,0,RU,1
11606,0,790,8/12/2016,10/11/2018,1333,0,EN,1
3110,1,1444,10/12/2014,9/25/2018,1334,0,DE,0
2003,0,1672,3/7/2014,10/4/2018,1335,0,EN,0
1367,1,1590,5/30/2014,10/6/2018,1336,0,EN,1
197,0,1060,11/8/2015,10/3/2018,1337,0,EN,0
21768,0,806,7/28/2016,10/12/2018,1338,0,EN,1
1337,0,1279,4/12/2015,10/12/2018,1339,0,EN,1
14681,1,330,11/16/2017,10/12/2018,1340,0,HU,1
379,1,1125,7/26/2014,8/24/2017,1341,1,EN,0
1752,0,1861,7/1/2013,8/5/2018,1342,0,EN,0
448,0,2498,12/4/2011,10/6/2018,1343,0,EN,0
3327,0,849,6/11/2016,10/8/2018,1344,0,EN,1
1021,1,1359,1/18/2015,10/8/2018,1345,0,DE,0
5878144,0,1971,5/20/2013,10/12/2018,1346,0,EN,0
3349,0,1150,8/19/2015,10/12/2018,1347,0,EN,1
12562,0,1031,12/15/2015,10/11/2018,1348,0,DE,1
16987,1,1431,11/11/2014,10/12/2018,1349,0,EN,1
284253,1,1596,5/30/2014,10/12/2018,1350,0,DE,0
29751,1,1598,5/28/2014,10/12/2018,1351,0,EN,1
110154,0,2790,2/21/2011,10/12/2018,1352,0,EN,0
8186,0,1882,8/15/2013,10/10/2018,1353,0,FR,0
20519,1,1161,8/6/2015,10/10/2018,1354,0,EN,1
9076,0,395,9/12/2017,10/12/2018,1355,0,EN,1
4952,0,1765,12/9/2013,10/9/2018,1356,0,EN,0
18084,1,2559,10/2/2011,10/4/2018,1357,0,DE,0
2718,0,966,2/18/2016,10/11/2018,1358,0,DE,1
1412,1,2226,8/2/2012,9/6/2018,1359,0,NO,0
447,1,1892,7/5/2013,9/9/2018,1360,0,EN,0
18797,1,575,3/16/2017,10/12/2018,1361,0,EN,1
3010,0,1674,3/13/2014,10/12/2018,1362,0,EN,0
583,0,1149,8/18/2015,10/10/2018,1363,0,FR,0
3492,0,1929,6/14/2013,9/25/2018,1364,0,OTHER,0
2158,1,1929,7/1/2013,10/12/2018,1365,0,EN,0
349,0,1680,6/5/2013,1/10/2018,1366,1,OTHER,0
1349,0,1467,10/5/2014,10/11/2018,1367,0,EN,1
3759,0,2230,9/2/2012,10/11/2018,1368,0,EN,1
2650,0,1977,1/3/2013,6/3/2018,1369,1,EN,0
4162,0,1846,9/6/2013,9/26/2018,1370,0,EN,1
805,0,848,6/9/2016,10/5/2018,1371,0,DE,0
649,0,1486,8/16/2014,9/10/2018,1372,0,EN,0
57126,1,2129,11/30/2012,9/29/2018,1373,0,EN,1
11199,0,599,2/20/2017,10/12/2018,1374,0,EN,0
1026798,1,1779,11/28/2013,10/12/2018,1375,0,EN,1
51972,1,2296,6/29/2012,10/12/2018,1376,0,EN,1
4044,1,1693,2/18/2014,10/8/2018,1377,0,DE,1
7393,0,967,2/16/2016,10/10/2018,1378,0,ES,0
4116,0,1138,8/31/2015,10/12/2018,1379,0,EN,1
3765,1,1580,6/12/2014,10/9/2018,1380,0,DE,1
12784,1,2478,11/17/2011,8/30/2018,1381,0,EN,0
9240,1,2655,6/28/2011,10/4/2018,1382,0,EN,1
8279,1,865,5/30/2016,10/12/2018,1383,0,EN,1
13988,1,642,1/7/2017,10/11/2018,1384,0,EN,1
509128,1,2712,5/10/2011,10/12/2018,1385,0,EN,1
563,1,1008,7/25/2015,4/28/2018,1386,1,EN,0
899,1,2469,1/3/2012,10/7/2018,1387,0,EN,0
7004,0,1930,6/15/2013,9/27/2018,1388,0,EN,0
662,1,1283,3/10/2015,9/13/2018,1389,0,EN,0
5596,1,2544,10/24/2011,10/11/2018,1390,0,SV,0
62256,1,2088,1/23/2013,10/12/2018,1391,0,EN,1
188,0,1244,5/15/2015,10/10/2018,1392,0,EN,0
38865,0,1599,5/27/2014,10/12/2018,1393,0,EN,1
3230,1,1597,5/8/2014,9/21/2018,1394,0,EN,1
760,0,2121,12/4/2012,9/25/2018,1395,0,EN,0
5563,1,1068,11/8/2015,10/11/2018,1396,0,EN,1
7496,1,1754,12/23/2013,10/12/2018,1397,0,EN,1
3899,0,2239,8/22/2012,10/9/2018,1398,0,EN,0
4028,1,687,11/24/2016,10/12/2018,1399,0,EN,1
826,1,1296,3/26/2015,10/12/2018,1400,0,EN,0
9370,0,1113,9/25/2015,10/12/2018,1401,0,EN,1
5238,1,3393,6/14/2009,9/28/2018,1402,0,EN,0
18725,1,1759,12/18/2013,10/12/2018,1403,0,EN,0
2465,1,2257,8/6/2012,10/11/2018,1404,0,EN,0
13169,0,420,8/18/2017,10/12/2018,1405,0,EN,1
5649,1,1642,4/13/2014,10/11/2018,1406,0,EN,1
1545,0,1191,7/8/2015,10/11/2018,1407,0,EN,0
3308,0,665,12/14/2016,10/10/2018,1408,0,EN,1
3284,1,1067,11/9/2015,10/11/2018,1409,0,EN,1
1300,0,1737,12/30/2013,10/2/2018,1410,0,EN,0
3022,1,2270,7/19/2012,10/6/2018,1411,0,EN,0
124,0,1191,7/8/2015,10/11/2018,1412,0,EN,0
6562,1,412,8/26/2017,10/12/2018,1413,0,DE,1
9584,0,3274,10/24/2009,10/11/2018,1414,0,EN,0
4223,0,466,7/1/2017,10/10/2018,1415,0,EN,1
2342,1,451,7/15/2017,10/9/2018,1416,0,EN,1
2518,1,1168,7/29/2015,10/9/2018,1417,0,EN,1
1204,1,2576,9/23/2011,10/12/2018,1418,0,EN,0
55759,1,1675,3/12/2014,10/12/2018,1419,0,EN,1
874,1,323,11/19/2017,10/8/2018,1420,0,EN,1
3649,0,891,2/6/2016,7/16/2018,1421,0,EN,0
7567,0,1523,8/11/2014,10/12/2018,1422,0,EN,1
1811,0,1431,11/8/2014,10/9/2018,1423,0,KO,0
1804,0,815,7/17/2016,10/10/2018,1424,0,EN,0
235152,0,1804,11/3/2013,10/12/2018,1425,0,DA,0
40918,1,824,7/10/2016,10/12/2018,1426,0,EN,1
13,0,111,2/5/2018,5/27/2018,1427,1,EN,0
65,0,453,6/15/2017,9/11/2018,1428,0,EN,0
3527,0,1478,9/17/2014,10/4/2018,1429,0,EN,0
552,0,2419,8/31/2011,4/15/2018,1430,1,EN,0
707,1,1698,2/17/2014,10/12/2018,1431,0,EN,0
9495,0,620,1/29/2017,10/11/2018,1432,0,TR,1
852,0,2183,10/20/2012,10/12/2018,1433,0,EN,0
648,1,943,12/3/2013,7/3/2016,1434,1,EN,0
7591,0,1297,3/25/2015,10/12/2018,1435,0,ZH,0
14402,1,771,9/1/2016,10/12/2018,1436,0,EN,1
52912,0,2081,1/27/2013,10/9/2018,1437,0,NL,0
17148,0,1013,1/3/2016,10/12/2018,1438,0,EN,1
1395,0,1915,2/20/2013,5/20/2018,1439,1,EN,0
52653,0,1713,2/2/2014,10/12/2018,1440,0,RU,1
3299,1,2146,7/20/2012,6/5/2018,1441,1,EN,0
3168,0,1912,7/6/2013,9/30/2018,1442,0,PT,0
4898219,1,3674,9/20/2008,10/12/2018,1443,0,EN,0
2882,0,331,11/14/2017,10/11/2018,1444,0,EN,1
5853,1,1485,9/18/2014,10/12/2018,1445,0,EN,1
760,0,323,11/23/2017,10/12/2018,1446,0,EN,0
1345,1,2439,11/11/2011,7/16/2018,1447,0,EN,0
7296,1,1142,8/24/2015,10/9/2018,1448,0,EN,1
213107,0,1402,12/10/2014,10/12/2018,1449,0,RU,1
2340,1,2405,2/17/2012,9/18/2018,1450,0,EN,0
3772,0,1652,3/11/2014,9/18/2018,1451,0,EN,1
27635,1,3589,12/13/2008,10/11/2018,1452,0,EN,0
2573,0,2329,2/27/2012,7/14/2018,1453,0,EN,0
3038,0,2545,7/25/2011,7/13/2018,1454,0,EN,0
2497,1,1859,8/31/2013,10/3/2018,1455,0,EN,1
2623,0,781,8/20/2016,10/10/2018,1456,0,JA,0
12048,1,1607,5/19/2014,10/12/2018,1457,0,EN,1
722,1,1158,6/12/2015,8/13/2018,1458,0,DE,0
460,1,2154,11/17/2012,10/11/2018,1459,0,EN,0
4090,0,1606,5/20/2014,10/12/2018,1460,0,EN,0
345,0,228,2/13/2018,9/29/2018,1461,0,EN,0
146,0,1118,9/20/2015,10/12/2018,1462,0,DE,0
1233,0,1148,8/13/2015,10/4/2018,1463,0,EN,1
2573,1,2441,1/29/2012,10/5/2018,1464,0,EN,1
2238,0,1611,5/13/2014,10/10/2018,1465,0,EN,1
1237,0,876,5/1/2016,9/24/2018,1466,0,EN,0
8560,1,2336,5/13/2012,10/5/2018,1467,0,DE,1
1650,1,1923,6/18/2013,9/23/2018,1468,0,EN,0
86817,1,2207,9/26/2012,10/12/2018,1469,0,EN,1
3017388,0,2554,10/15/2011,10/12/2018,1470,0,EN,0
1153,0,1196,6/8/2015,9/16/2018,1471,0,EN,1
4487,0,1403,12/4/2014,10/7/2018,1472,0,EN,1
456,0,160,4/16/2018,9/23/2018,1473,0,EN,0
11179,1,1721,1/20/2014,10/7/2018,1474,0,EN,1
3950,1,1177,7/4/2015,9/23/2018,1475,0,EN,1
5335,0,790,7/27/2016,9/25/2018,1476,0,TR,1
2083,0,1315,3/4/2015,10/9/2018,1477,0,EN,1
343,1,241,1/6/2018,9/4/2018,1478,0,EN,0
3121479,0,2512,11/26/2011,10/12/2018,1479,0,EN,0
1246,1,758,9/13/2016,10/11/2018,1480,0,EN,1
746,0,1259,5/1/2015,10/11/2018,1481,0,EN,0
1182,0,1846,9/12/2013,10/2/2018,1482,0,EN,0
4250,0,921,4/4/2016,10/12/2018,1483,0,EN,0
449,1,2339,5/16/2012,10/11/2018,1484,0,EN,0
27438,0,1146,8/23/2015,10/12/2018,1485,0,RU,1
609,0,899,4/22/2016,10/8/2018,1486,0,EN,0
900,1,1024,12/12/2015,10/1/2018,1487,0,EN,1
140,0,1016,12/25/2015,10/6/2018,1488,0,EN,0
2872,1,2277,7/18/2012,10/12/2018,1489,0,EN,0
2035,1,495,5/24/2017,10/1/2018,1490,0,EN,1
9697,0,3382,7/9/2009,10/12/2018,1491,0,EN,1
5380,1,1685,3/2/2014,10/12/2018,1492,0,EN,1
5361,1,2136,11/10/2012,9/16/2018,1493,0,EN,0
159,0,1225,6/5/2015,10/12/2018,1494,0,EN,0
122,1,1837,5/22/2013,6/2/2018,1495,1,EN,0
692,0,1663,3/11/2014,9/29/2018,1496,0,EN,0
7764,0,1532,8/2/2014,10/12/2018,1497,0,EN,1
5082,1,1326,2/24/2015,10/12/2018,1498,0,EN,1
4646,1,937,3/18/2016,10/11/2018,1499,0,DE,0
1184,1,2422,2/10/2012,9/28/2018,1500,0,FR,0
1915,1,944,2/19/2016,9/20/2018,1501,0,EN,1
7072,1,1159,8/3/2015,10/5/2018,1502,0,EN,1
16194,1,1659,3/27/2014,10/11/2018,1503,0,FR,1
9984,1,691,11/20/2016,10/12/2018,1504,0,EN,1
2032,0,1050,11/23/2015,10/8/2018,1505,0,ES,1
2586,0,1059,11/15/2015,10/9/2018,1506,0,EN,0
2254,1,1572,6/17/2014,10/6/2018,1507,0,IT,0
29939,0,1892,8/7/2013,10/12/2018,1508,0,ES,1
230658,1,1776,12/1/2013,10/12/2018,1509,0,EN,0
3015,1,3112,4/5/2010,10/12/2018,1510,0,EN,0
10030,0,1414,11/28/2014,10/12/2018,1511,0,RU,1
97308,0,2108,12/24/2012,10/2/2018,1512,0,EN,0
2925,1,1042,12/5/2015,10/12/2018,1513,0,EN,1
6693,0,1298,3/24/2015,10/12/2018,1514,0,TR,1
10703923,1,2857,12/16/2010,10/12/2018,1515,0,EN,0
7408,1,2716,5/4/2011,10/10/2018,1516,0,EN,0
827,1,2651,7/10/2011,10/12/2018,1517,0,EN,0
17903,1,1837,9/23/2013,10/4/2018,1518,0,EN,0
3561,1,925,3/31/2016,10/12/2018,1519,0,EN,0
10489,1,685,11/26/2016,10/12/2018,1520,0,IT,1
23709,1,1417,11/24/2014,10/11/2018,1521,0,EN,1
2139,1,1558,7/5/2014,10/10/2018,1522,0,DE,1
5174,1,1512,8/21/2014,10/11/2018,1523,0,EN,1
1220,1,303,12/13/2017,10/12/2018,1524,0,EN,1
14455,0,1821,8/7/2013,8/2/2018,1525,0,EN,0
24821,0,2800,2/8/2011,10/9/2018,1526,0,FR,0
3239246,0,2011,4/10/2013,10/12/2018,1527,0,ZH,0
14710,0,980,2/5/2016,10/12/2018,1528,0,JA,1
303,0,822,5/19/2016,8/19/2018,1529,0,EN,0
3428,0,1490,8/2/2014,8/31/2018,1530,0,FR,0
815,0,1342,2/3/2015,10/7/2018,1531,0,EN,0
12286,0,1401,12/11/2014,10/12/2018,1532,0,EN,1
7700,0,2030,3/19/2013,10/9/2018,1533,0,EN,1
280,1,2287,4/20/2012,7/25/2018,1534,0,EN,0
3732,1,670,12/11/2016,10/12/2018,1535,0,DE,1
1564,0,560,3/31/2017,10/12/2018,1536,0,SV,0
2096,1,1024,12/16/2015,10/5/2018,1537,0,EN,1
1913,1,1962,5/28/2013,10/11/2018,1538,0,EN,1
330,1,829,7/3/2016,10/10/2018,1539,0,DE,0
700,0,2051,2/27/2013,10/10/2018,1540,0,ZH,0
11941,1,826,7/6/2016,10/10/2018,1541,0,EN,1
1051,1,1427,11/10/2014,10/7/2018,1542,0,EN,0
7589,1,2200,10/2/2012,10/11/2018,1543,0,FR,1
127832,0,2091,1/20/2013,10/12/2018,1544,0,EN,1
1051,0,2060,2/20/2013,10/12/2018,1545,0,EN,1
8190,1,2807,2/4/2011,10/12/2018,1546,0,EN,1
1757,1,1931,6/26/2013,10/9/2018,1547,0,EN,0
2424,0,1838,9/28/2013,10/10/2018,1548,0,ES,1
549,1,1761,12/16/2013,10/12/2018,1549,0,EN,0
13522,1,1776,11/26/2013,10/7/2018,1550,0,EN,1
1164,0,840,5/30/2016,9/17/2018,1551,0,EN,0
1937,0,591,2/23/2017,10/7/2018,1552,0,RU,0
5673,1,919,4/6/2016,10/12/2018,1553,0,EN,1
494,1,2302,5/23/2012,9/11/2018,1554,0,EN,0
2347,0,1949,6/7/2013,10/8/2018,1555,0,EN,0
3424,0,2075,2/4/2013,10/11/2018,1556,0,RU,1
21661,1,1257,5/4/2015,10/12/2018,1557,0,EN,1
685,0,713,10/27/2016,10/10/2018,1558,0,EN,1
11240,0,2289,7/4/2012,10/10/2018,1559,0,EN,1
15212,0,603,2/16/2017,10/12/2018,1560,0,EN,1
706,1,1483,9/12/2014,10/4/2018,1561,0,EN,0
7169,1,1158,8/11/2015,10/12/2018,1562,0,RU,1
330,1,2605,8/21/2011,10/8/2018,1563,0,EN,0
7913,0,1035,12/11/2015,10/11/2018,1564,0,EN,0
38719,1,921,4/4/2016,10/12/2018,1565,0,EN,1
9308,1,1286,4/5/2015,10/12/2018,1566,0,EN,0
257,0,535,4/12/2017,9/29/2018,1567,0,EN,0
7470,0,2348,5/2/2012,10/6/2018,1568,0,FR,0
649,1,1684,2/21/2014,10/2/2018,1569,0,EN,0
5858,1,1087,9/29/2015,9/20/2018,1570,0,EN,1
734,1,795,8/2/2016,10/6/2018,1571,0,EN,0
2454,1,573,2/9/2017,9/5/2018,1572,0,EN,1
3286,0,1935,6/24/2013,10/11/2018,1573,0,EN,1
3860,1,395,9/12/2017,10/12/2018,1574,0,ES,1
37800,0,1644,4/12/2014,10/12/2018,1575,0,EN,1
3055,0,644,1/6/2017,10/12/2018,1576,0,EN,0
28410,1,1924,7/5/2013,10/11/2018,1577,0,EN,1
2411,1,1735,12/25/2013,9/25/2018,1578,0,EN,1
39,0,195,2/17/2016,8/30/2016,1579,1,OTHER,0
165588,0,2250,8/14/2012,10/12/2018,1580,0,ZH,0
41819,1,634,1/15/2017,10/11/2018,1581,0,EN,1
2792,0,1436,11/6/2014,10/12/2018,1582,0,EN,1
96226,0,3426,5/25/2009,10/11/2018,1583,0,ZH,0
4423,1,615,2/3/2017,10/11/2018,1584,0,EN,1
8260,0,1484,9/19/2014,10/12/2018,1585,0,EN,1
32617,1,2341,5/2/2012,9/29/2018,1586,0,EN,0
78740,0,1138,8/31/2015,10/12/2018,1587,0,FR,1
139,0,2383,3/21/2012,9/29/2018,1588,0,EN,0
9594,1,1171,7/28/2015,10/11/2018,1589,0,EN,1
1216,0,2588,9/5/2011,10/6/2018,1590,0,EN,0
77890,1,2376,4/9/2012,10/11/2018,1591,0,FR,1
37777,1,244,2/9/2018,10/11/2018,1592,0,EN,1
13739,0,2082,1/26/2013,10/9/2018,1593,0,EN,1
4722,0,1253,5/6/2015,10/10/2018,1594,0,EN,1
3897,0,2027,1/15/2013,8/4/2018,1595,0,EN,0
1944,1,1296,3/26/2015,10/12/2018,1596,0,EN,0
51361,0,1769,12/8/2013,10/12/2018,1597,0,IT,1
11590,0,2011,4/6/2013,10/8/2018,1598,0,EN,1
7652,1,646,1/4/2017,10/12/2018,1599,0,EN,1
1369,1,1835,10/3/2013,10/12/2018,1600,0,DE,1
7992,0,1008,1/8/2016,10/12/2018,1601,0,RU,1
6248,0,1327,2/23/2015,10/12/2018,1602,0,EN,1
13842,0,885,5/10/2016,10/12/2018,1603,0,EN,1
3051546,0,1315,3/7/2015,10/12/2018,1604,0,EN,0
755,1,1272,4/19/2015,10/12/2018,1605,0,EN,1
1018,0,630,1/20/2017,10/12/2018,1606,0,EN,1
1022,0,1642,3/28/2014,9/25/2018,1607,0,EN,0
9884,1,1872,8/27/2013,10/12/2018,1608,0,EN,1
2652,0,611,2/8/2017,10/12/2018,1609,0,EN,1
1371,0,1665,3/3/2014,9/23/2018,1610,0,EN,0
13924,1,2505,12/1/2011,10/10/2018,1611,0,EN,1
473,0,581,3/5/2017,10/7/2018,1612,0,EN,0
919,0,452,6/2/2017,8/28/2018,1613,0,EN,0
817,1,1222,5/14/2015,9/17/2018,1614,0,EN,1
744,0,1944,6/14/2013,10/10/2018,1615,0,EN,0
8526,1,1296,3/24/2015,10/10/2018,1616,0,DE,1
4920,1,1074,11/3/2015,10/12/2018,1617,0,EN,1
80371,1,1106,10/2/2015,10/12/2018,1618,0,EN,1
1303,0,1962,5/17/2013,9/30/2018,1619,0,ES,0
1192,1,980,2/5/2016,10/12/2018,1620,0,EN,0
1571,0,2301,6/23/2012,10/11/2018,1621,0,EN,0
6309,1,1348,12/7/2014,8/16/2018,1622,0,EN,0
11686,0,1859,8/14/2013,9/16/2018,1623,0,RU,0
276,1,898,3/25/2016,9/9/2018,1624,0,EN,0
25774,1,2900,11/3/2010,10/12/2018,1625,0,EN,1
8060,1,1884,8/14/2013,10/11/2018,1626,0,EN,1
1490,1,1680,3/6/2014,10/11/2018,1627,0,EN,0
1268,0,704,11/7/2016,10/12/2018,1628,0,EN,1
20255,1,1520,8/9/2014,10/7/2018,1629,0,EN,1
22502,0,2025,3/27/2013,10/12/2018,1630,0,EN,1
141405,1,1851,9/17/2013,10/12/2018,1631,0,EN,1
599,1,1751,11/30/2013,9/16/2018,1632,0,EN,0
609,0,737,10/3/2016,10/10/2018,1633,0,EN,0
45516,1,1922,7/7/2013,10/11/2018,1634,0,EN,1
1766,0,2064,2/15/2013,10/11/2018,1635,0,EN,1
5205,1,638,1/12/2017,10/12/2018,1636,0,PT,1
5290,0,1657,3/30/2014,10/12/2018,1637,0,DE,0
10200,1,1070,11/6/2015,10/11/2018,1638,0,EN,1
4561,0,2498,11/25/2011,9/27/2018,1639,0,EN,0
20277,1,1313,3/8/2015,10/11/2018,1640,0,EN,1
95691,1,1827,10/11/2013,10/12/2018,1641,0,FR,0
9820,0,794,8/7/2016,10/10/2018,1642,0,EN,1
6345,1,193,4/2/2018,10/12/2018,1643,0,EN,1
54079,1,1356,1/22/2015,10/9/2018,1644,0,EN,1
1748,0,1332,11/7/2014,7/1/2018,1645,1,DE,0
14400,1,2070,2/8/2013,10/10/2018,1646,0,DE,0
3001,0,1557,6/27/2014,10/1/2018,1647,0,EN,0
198,1,1312,1/11/2015,8/15/2018,1648,0,DE,0
3242,0,1141,8/23/2015,10/7/2018,1649,0,EN,1
2431,1,1658,3/21/2014,10/4/2018,1650,0,DE,1
419,0,1047,11/12/2015,9/24/2018,1651,0,EN,0
7604,1,2646,6/26/2011,9/23/2018,1652,0,EN,0
36383,1,540,4/20/2017,10/12/2018,1653,0,PT,1
8281,1,1236,5/25/2015,10/12/2018,1654,0,EN,1
107186,0,1304,3/17/2015,10/11/2018,1655,0,FR,0
33766,1,1714,2/1/2014,10/12/2018,1656,0,FR,1
7733,1,2438,2/8/2012,10/12/2018,1657,0,ES,1
9589,0,2035,3/17/2013,10/12/2018,1658,0,EN,0
11708,1,2079,1/30/2013,10/10/2018,1659,0,EN,1
449,1,828,6/8/2016,9/14/2018,1660,0,PT,0
79876,1,2159,11/8/2012,10/7/2018,1661,0,EN,1
8278,0,3735,7/10/2008,10/1/2018,1662,0,EN,0
5040,1,693,11/15/2016,10/9/2018,1663,0,ES,1
4583,1,1983,5/6/2013,10/10/2018,1664,0,EN,1
6872,1,670,12/11/2016,10/12/2018,1665,0,EN,1
3940,1,735,10/7/2016,10/12/2018,1666,0,EN,1
10423,0,805,7/29/2016,10/12/2018,1667,0,FR,1
14809,0,378,9/29/2017,10/12/2018,1668,0,KO,1
26161,0,720,10/22/2016,10/12/2018,1669,0,KO,0
35133,1,1340,2/10/2015,10/12/2018,1670,0,EN,1
1984,0,840,6/20/2016,10/8/2018,1671,0,EN,1
1713,0,1495,9/6/2014,10/10/2018,1672,0,EN,1
1017,0,1772,12/2/2013,10/9/2018,1673,0,EN,1
8051,0,1181,6/18/2015,9/11/2018,1674,0,EN,0
25459,0,1324,2/26/2015,10/12/2018,1675,0,EN,1
1551,1,1333,2/17/2015,10/12/2018,1676,0,EN,1
1192,1,955,2/27/2016,10/9/2018,1677,0,EN,0
27257,1,1795,11/12/2013,10/12/2018,1678,0,EN,1
56645,1,1774,11/30/2013,10/9/2018,1679,0,EN,1
3686,0,1048,11/28/2015,10/11/2018,1680,0,JA,1
1837,1,1160,8/3/2015,10/6/2018,1681,0,EN,1
46062,0,1348,1/31/2015,10/10/2018,1682,0,IT,0
1244806,0,2430,2/16/2012,10/12/2018,1683,0,EN,0
3729,1,3348,8/1/2009,10/1/2018,1684,0,EN,0
2081,0,1718,12/30/2013,9/13/2018,1685,0,EN,0
6053,1,1943,6/14/2013,10/9/2018,1686,0,EN,1
23789,1,2266,7/29/2012,10/12/2018,1687,0,EN,1
9318,1,1373,1/8/2015,10/12/2018,1688,0,EN,1
1144,0,1752,12/12/2013,9/29/2018,1689,0,EN,0
4225,1,738,10/4/2016,10/12/2018,1690,0,EN,1
2414,1,1196,7/4/2015,10/12/2018,1691,0,EN,1
901,1,2883,11/1/2010,9/23/2018,1692,0,EN,0
10975,1,1003,1/13/2016,10/12/2018,1693,0,EN,1
12609,0,1941,6/10/2013,10/3/2018,1694,0,DA,1
7606,1,1460,10/13/2014,10/12/2018,1695,0,EN,1
4939,1,2724,4/7/2011,9/21/2018,1696,0,EN,0
1021,0,2550,9/29/2011,9/22/2018,1697,0,EN,0
1340,1,1787,11/7/2013,9/29/2018,1698,0,EN,0
604,1,1933,6/23/2013,10/8/2018,1699,0,RU,0
9355,0,1705,1/27/2014,9/28/2018,1700,0,ES,1
